name,country,room_type,nr_nights,date,traveler_type,title_review,pos_review,neg_review,score,date_parsed,year,month,full_review_text,review_language,sentiment
Max,Switzerland,Family Suite,3,November 2024,Family,"Great location, friendly staff, rooms can be refreshed but good overall","Great Location, walk distance to all the key points to see Friendly Staff, very polite and could answer all the questions or call us a taxi etc Breakfast ok nothing extraordinary but you have all that you might need even if you are vegan or woke","outdated rooms, it will make a huge difference just by replacing the matresses.. the furnitures well they are outdated but functional so is not critical the shower although the seems clean they are moldy on the tiles joints i believe is not a complicated/expensive thing to change and it will make a positive change",7.0,2024-11,2024,11,"Great Location, walk distance to all the key points to see Friendly Staff, very polite and could answer all the questions or call us a taxi etc Breakfast ok nothing extraordinary but you have all that you might need even if you are vegan or woke outdated rooms, it will make a huge difference just by replacing the matresses.. the furnitures well they are outdated but functional so is not critical the shower although the seems clean they are moldy on the tiles joints i believe is not a complicated/expensive thing to change and it will make a positive change",en,neutral
Louise,United Kingdom,Budget Double Room,4,November 2024,Couple,"Good location, staff incredibly helpful.",Staff were amazing. Excellent location.,Breakfast room very outdated. Says there is a bar but it was never open.,8.0,2024-11,2024,11,Staff were amazing. Excellent location. Breakfast room very outdated. Says there is a bar but it was never open.,en,positive
Neil,United Kingdom,Budget Double Room,2,October 2024,Couple,Good value and location but lack of value parking is a challenge if you have a car,Good location in Porto,No parking and the street access was restricted when we arrived,8.0,2024-10,2024,10,Good location in Porto No parking and the street access was restricted when we arrived,en,positive
Joanne,United Kingdom,Superior Double Room,3,October 2024,Couple,Very good,"The location, staff and breakfast were.great",No coffee.or.milk.in rooms,8.0,2024-10,2024,10,"The location, staff and breakfast were.great No coffee.or.milk.in rooms",en,positive
Virginijus,Lithuania,Budget Double Room,2,October 2024,Couple,Very good,Good location.,No parking possibility. Very big problem to find parking place so better to go without car to this hotel. Breakfast not so good as was indicated. Better to go outside for breakfast.,8.0,2024-10,2024,10,Good location. No parking possibility. Very big problem to find parking place so better to go without car to this hotel. Breakfast not so good as was indicated. Better to go outside for breakfast.,en,positive
Cirrus_aviaticus,Switzerland,Budget Single Room,2,October 2024,Couple,Perfect for a city-trip,perfect location clean rooms friendly personal,,8.0,2024-10,2024,10,perfect location clean rooms friendly personal,en,positive
Terry,Canada,Budget Single Room,2,October 2024,Solo traveller,It’s good enough for two nights.,I liked the night shift staff Larissa. She was very helpful and very patient with my questions. She made my stay more pleasant.,The room is a bit too small.,8.0,2024-10,2024,10,I liked the night shift staff Larissa. She was very helpful and very patient with my questions. She made my stay more pleasant. The room is a bit too small.,en,positive
Courtney,Japan,Budget Double Room,3,October 2024,Couple,Very good,"The staff was incredibly nice and very fast! The room was large, comfy, and quiet. Location was excellent!","I wish the room had coffee. I appreciate the machine was so close and inexpensive, but I wish I didn’t have to leave the room!",8.0,2024-10,2024,10,"The staff was incredibly nice and very fast! The room was large, comfy, and quiet. Location was excellent! I wish the room had coffee. I appreciate the machine was so close and inexpensive, but I wish I didn’t have to leave the room!",en,positive
Andrew,United Kingdom,Basic Double Room,1,October 2024,Couple,"Well located, well priced but a bit surreal if you’re not expecting it 😀","Quirky, efficient and friendly staff, massive bed!",A bit dated in some parts,8.0,2024-10,2024,10,"Quirky, efficient and friendly staff, massive bed! A bit dated in some parts",en,positive
Martin,United Kingdom,Budget Double Room,1,October 2024,Couple,One of the most memorable places I've ever stayed! Loved it.,"This hotel is a real one-off. The gorgeous art deco staircase is almost worth a visit in itself, and the fabulous collection of kitsch antiques and memorabilia filling the public areas is unique and delightful. Very comfortable room, great bed, massive bathroom (to be fair they upgraded us for free into 'the best' suite in the building, so we were maybe just lucky). I like the location, and breakfast was pretty good. Pleasant staff, most of whom seem to speak good English.",It's a shame the rooftop bar wasn't open for a nightcap.,9.0,2024-10,2024,10,"This hotel is a real one-off. The gorgeous art deco staircase is almost worth a visit in itself, and the fabulous collection of kitsch antiques and memorabilia filling the public areas is unique and delightful. Very comfortable room, great bed, massive bathroom (to be fair they upgraded us for free into 'the best' suite in the building, so we were maybe just lucky). I like the location, and breakfast was pretty good. Pleasant staff, most of whom seem to speak good English. It's a shame the rooftop bar wasn't open for a nightcap.",en,positive
Miriam,United States,Budget Double Room,6,October 2024,Group,It was great,Lication,"Toilet was running, we had to jiggle the button in a certain way to make it stop. I",8.0,2024-10,2024,10,"Lication Toilet was running, we had to jiggle the button in a certain way to make it stop. I",en,positive
Marina,Norway,Superior Double Room,2,October 2024,Couple,We would stay here again!,"Location was excellent, the room war large and had all we needed, the staff was service minded.",-,8.0,2024-10,2024,10,"Location was excellent, the room war large and had all we needed, the staff was service minded. -",en,positive
Joanne,Canada,Budget Double Room,4,September 2024,Group,A Hotel with Photographic Opportunities,Great location and staff were very helpful. An interesting display of memorabilia on each floor. This display provided numerous photo ops for memories!,Nothing,8.0,2024-09,2024,9,Great location and staff were very helpful. An interesting display of memorabilia on each floor. This display provided numerous photo ops for memories! Nothing,en,positive
Philip,United Kingdom,Basic Double Room,3,October 2024,Family,Superb,"Lovely clean bright rooms, friendly staff and excellent location. Highly recommended.",,9.0,2024-10,2024,10,"Lovely clean bright rooms, friendly staff and excellent location. Highly recommended.",en,positive
Mary,Ireland,Budget Double Room,4,October 2024,Couple,I would recommend this hotel and would stay there again.,"Excellent location for food and for general tourist rambling/access to locations of interest. Very helpful staff, interesting hotel - not luxury (but that's not what we wanted anyway) but is clean, comfortable and does exactly what is required.",I would say that the breakfast room probably needs better coffee and tea facilities - the food is perfectly acceptable but the volume of guests being served require at least one more coffee machine.,8.0,2024-10,2024,10,"Excellent location for food and for general tourist rambling/access to locations of interest. Very helpful staff, interesting hotel - not luxury (but that's not what we wanted anyway) but is clean, comfortable and does exactly what is required. I would say that the breakfast room probably needs better coffee and tea facilities - the food is perfectly acceptable but the volume of guests being served require at least one more coffee machine.",en,positive
